Source,Target,Type,Weight
AnggitoRahman,KomangAdhyatma,Undirected,1
AnggitoRahman,PerismanNazara,Undirected,1
WhaniDarmawan,ErythrinaBaskoro,Undirected,1
YullyPurwanti,HermawanSinungNugroho,Undirected,1
AbrahamPuspo,TeguhHari,Undirected,1
MusliminBagus.P,JompetKuswidananto,Undirected,1
GunawanMaryanto,MohammadMarzuki,Undirected,1
ArdetyaEkaSunu,BernadetaVerryHandayani,Undirected,1
IndaA.Turner,AgusPrasetyo,Undirected,1
AlminSaid,PapaTBop,Undirected,1
UgoranPrasad,RetnoRatihDamayanti,Undirected,1
TheodorusChristanto,IbuAnggiMinami,Undirected,2
Sutikwan,Sukarmi,Undirected,1
CitraPratiwi,KusworoBayuAji,Undirected,1
AnterAsmorotejo,YuniTrisapto,Undirected,1
AnterAsmorotejo,KadarSumarsono,Undirected,1
TheodorusChristanto,AbrahamPuspo,Undirected,1
MerryAndani,MuchtarB.,Undirected,1
SagitamaKrisnandaruKaswarjono,SriMulyono,Undirected,1
DesiPuspitasari,DoniAgungSetiawan,Undirected,1
YudiTajudin,RendraBagusPamungkas,Undirected,3
ErythrinaBaskoro,YudiAhmadTajudin,Undirected,1
MuhammadNurQomaruddin,RiskySummerbee,Undirected,1
SyamsulIslam,YuniawanSetyadi,Undirected,1
YestriyonoPiliyanto,SentotS.,Undirected,1
AsepHendrajat,JokoWinarko,Undirected,1
ArieSyarifuddin,SandiKalifadani,Undirected,1
Ji'lAvatar,SutarnoDugal,Undirected,1
IgnatiusSugiarto,NaomiSrikandi,Undirected,2
NinaKarlina,UdiS,Undirected,1
AndreasAriDwianto,TheodorusChristanto,Undirected,3
NungkiKusumastuti,ChrystinaAmbarwati,Undirected,1
JokoWinarko,ErwinEkoPrasetyo,Undirected,1
WirastutiSusilaningtyas,KensukeFujii,Undirected,1
YullyPurwanti,SurasaHadimulya,Undirected,1
IrfanuddienGhozali,SyamsulIslam,Undirected,2
DoniAgungSetiawan,Sumaryono,Undirected,1
UdiS,A.Rafiq,Undirected,1
